"Evaluation_Model","Evaluation_Model.Commit","Evaluation_Model.Datetime","Evaluation_Model.ProductionClass","Evaluation_Model.ChangedProductionMethods","Evaluation_Model.TestClass","Evaluation_Model.ChangedTestMethods","Evaluation_Model.ChangedAndCalled","Evaluation_Model.CalledTestMethods","Evaluation_Model.RecomendedTests","Evaluation_Model.RecomendedIndex"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","JavaVersion"," static JavaVersion get(final String nom)","JavaVersionTest","public void testGetJavaVersion()","public void testGetJavaVersion()","public void testGetJavaVersion()","public void testGetJavaVersion()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","ObjectUtils","public static String toString(final Object obj, final Supplier<String> supplier)","ObjectUtilsTest","public void testToString_SupplierString()","public void testToString_SupplierString()","public void testToString_SupplierString()","public void testToString_SupplierString()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static void accept(final FailableBiConsumer<T, U, E> consumer, final T object1, final U object2)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testAcceptBiConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()","public void testAcceptBiConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()","public void testAcceptBiConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()","1, 2, 3, 4"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static void accept(final FailableConsumer<T, E> consumer, final T object)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testAcceptConsumer()
public void testAsConsumer()","public void testAcceptConsumer()
public void testAsConsumer()","public void testAcceptConsumer()
public void testAsConsumer()","1, 2"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static void accept(final FailableDoubleConsumer<E> consumer, final double value)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testAcceptDoubleConsumer()","public void testAcceptDoubleConsumer()","public void testAcceptDoubleConsumer()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static void accept(final FailableIntConsumer<E> consumer, final int value)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testAcceptIntConsumer()","public void testAcceptIntConsumer()","public void testAcceptIntConsumer()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static void accept(final FailableLongConsumer<E> consumer, final long value)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testAcceptLongConsumer()","public void testAcceptLongConsumer()","public void testAcceptLongConsumer()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static R apply(final FailableBiFunction<T, U, R, E> function, final T input1, final U input2)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testApplyBiFunction()","public void testApplyBiFunction()","public void testApplyBiFunction()","1"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static R apply(final FailableFunction<T, R, E> function, final T input)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testApplyFunction()
public void testGetSupplier()","public void testApplyFunction()
public void testGetSupplier()","public void testApplyFunction()
public void testGetSupplier()","1, 2"
"BusinessLogic.Evaluation_Model","c7c2dd783a2b7c97267a4c185ec1cddde10d513d","26-06-2020 04:55:41 PM +08:00","Failable","public static double applyAsDouble(final FailableDoubleBinaryOperator<E> function, final double left, final double right)","FailableFunctionsTest","public void testAcceptBiConsumer()
public void testAcceptConsumer()
public void testAcceptDoubleConsumer()
public void testAcceptIntConsumer()
public void testAcceptLongConsumer()
public void testAcceptObjDoubleConsumer()
public void testAcceptObjIntConsumer()
public void testAcceptObjLongConsumer()
public void testApplyBiFunction()
public void testApplyDoubleBinaryOperator()
public void testApplyFunction()
public void testAsCallable()
public void testAsConsumer()
public void testAsRunnable()
public void testBiConsumer() throws Throwable
public void testBiConsumerAndThen() throws Throwable
public void testBiFunction()
public void testBiFunctionAndThen() throws IOException
public void testBiPredicate()
public void testBiPredicateAnd() throws Throwable
public void testBiPredicateNegate() throws Throwable
public void testBiPredicateOr() throws Throwable
public void testCallable()
public void testConsumerAndThen() throws Throwable
public void testDoubleConsumerAndThen() throws Throwable
public void testDoublePredicate() throws Throwable
public void testDoublePredicateAnd() throws Throwable
public void testDoublePredicateNegate() throws Throwable
public void testDoublePredicateOr() throws Throwable
public void testDoubleUnaryOperatorAndThen() throws Throwable
public void testDoubleUnaryOperatorCompose() throws Throwable
public void testDoubleUnaryOperatorIdentity() throws Throwable
public void testFunction()
public void testFunctionAndThen() throws IOException
public void testFunctionCompose() throws Throwable
public void testFunctionIdentity() throws Throwable
public void testGetAsBooleanSupplier()
public void testGetAsDoubleSupplier()
public void testGetAsIntSupplier()
public void testGetAsLongSupplier()
public void testGetSupplier()
public void testIntConsumerAndThen() throws Throwable
public void testIntPredicate() throws Throwable
public void testIntPredicateAnd() throws Throwable
public void testIntPredicateNegate() throws Throwable
public void testIntPredicateOr() throws Throwable
public void testIntUnaryOperatorAndThen() throws Throwable
public void testIntUnaryOperatorCompose() throws Throwable
public void testIntUnaryOperatorIdentity() throws Throwable
public void testLongConsumerAndThen() throws Throwable
public void testLongPredicate() throws Throwable
public void testLongPredicateAnd() throws Throwable
public void testLongPredicateNegate() throws Throwable
public void testLongPredicateOr() throws Throwable
public void testLongUnaryOperatorAndThen() throws Throwable
public void testLongUnaryOperatorCompose() throws Throwable
public void testLongUnaryOperatorIdentity() throws Throwable
public void testPredicateAnd() throws Throwable
public void testPredicateNegate() throws Throwable
public void testRunnable()
public void testThrows_FailableBiConsumer_Object_Throwable()
public void testThrows_FailableBiConsumer_String_IOException()
public void testThrows_FailableBiFunction_Object_Throwable()
public void testThrows_FailableBiFunction_String_IOException()
public void testThrows_FailableBiPredicate_Object_Throwable()
public void testThrows_FailableBiPredicate_String_IOException()
public void testThrows_FailableCallable_Object_Throwable()
public void testThrows_FailableCallable_String_IOException()
public void testThrows_FailableConsumer_Object_Throwable()
public void testThrows_FailableConsumer_String_IOException()
public void testTryWithResources()","public void testApplyDoubleBinaryOperator()","public void testApplyDoubleBinaryOperator()","public void testApplyDoubleBinaryOperator()","1"
